Location_Code,latitude,longitude,depth,SampleID,time,Temp,Air_Temp,Salinity,Chl_Volume_Filtered,Chl1,Chl2,Avg_Chloro,Phaeo1,Phaeo2,Avg_Phaeo,Phosphate,Silicate,Nitrite,Nitrite_Nitrate,Ammonium,Nitrate,DA_Volume_Filtered,pDA,tDA,dDA,Volume_Settled_for_Counting,Akashiwo_sanguinea,Alexandrium_spp,Dinophysis_spp,Lingulodinium_polyedra,Prorocentrum_spp,Pseudo_nitzschia_delicatissima_group,Pseudo_nitzschia_seriata_group,Ceratium_spp,Cochlodinium_spp,Gymnodinium_spp,Other_Diatoms,Other_Dinoflagellates,Total_Phytoplankton,station
CPP,35.170204,-120.740685,0.5,CP210426,2021-04-26T15:52:00Z,11.9,,,100.0,2.49,2.67,2.58,1.31,1.37,1.34,1.8681923,25.906982,0.42479458,25.371254,3.5570211,24.946459,200.0,0.0,,,25.0,0.0,0.0,0.0,0.0,0.0,0.0,533.0767,0.0,0.0,0.0,90623.05,1066.1534,92222.27,cal_poly
CPP,35.170204,-120.740685,0.5,CP210503,2021-05-03T16:32:00Z,12.6,,,100.0,16.67,18.15,17.41,3.6,3.1,3.35,0.67327183,10.3239155,0.0,6.4288507,0.7738684,6.4288507,200.0,0.0,,,25.0,0.0,0.0,533.0767,0.0,0.0,5330.767,4264.614,0.0,0.0,0.0,627964.4,5863.8438,643956.7,cal_poly
CPP,35.170204,-120.740685,0.5,CP210510,2021-05-10T15:52:00Z,13.0,,,100.0,9.17,9.41,9.29,2.22,2.03,2.13,0.33964083,10.321709,0.0,1.8818419,0.62345123,1.8818419,200.0,0.0,,,25.0,0.0,0.0,0.0,0.0,0.0,0.0,12260.765,0.0,0.0,0.0,351830.62,4264.614,368356.03,cal_poly
CPP,35.170204,-120.740685,0.5,CP210517,2021-05-17T16:08:00Z,13.9,,,100.0,10.68,9.36,10.02,1.32,1.3,1.31,1.4259295,22.556131,0.34919634,19.33862,0.8522022,18.989424,200.0,0.0,,,25.0,0.0,0.0,7996.151,0.0,10128.458,0.0,0.0,7463.074,13326.918,0.0,2665.3835,7996.151,49576.137,cal_poly
CPP,35.170204,-120.740685,0.5,CP210524,2021-05-24T15:42:00Z,12.6,,,100.0,2.6,2.36,2.48,0.87,0.98,0.92,2.7677162,35.20981,0.6593674,39.46614,2.0570872,38.806774,200.0,0.0,,,25.0,0.0,0.0,0.0,0.0,4797.6904,0.0,0.0,1066.1534,2132.307,0.0,1599.2302,3731.537,13326.918,cal_poly
CPP,35.170204,-120.740685,0.5,CP210531,2021-05-31T16:32:00Z,13.2,,,100.0,17.73,18.64,18.18,8.19,7.76,7.97,2.2371838,26.744604,0.54926723,33.714718,0.3983152,33.16545,200.0,0.0,,,25.0,0.0,0.0,0.0,0.0,5330.767,0.0,9062.305,0.0,0.0,0.0,753770.5,2665.3835,770828.94,cal_poly
CPP,35.170204,-120.740685,0.5,CP210607,2021-06-07T16:30:00Z,14.2,,,100.0,23.56,22.93,23.25,2.49,3.68,3.08,0.45400834,6.0278583,0.11292657,0.68201035,0.6639946,0.5690838,200.0,0.0,,,25.0,0.0,0.0,5330.767,533.0767,119942.266,0.0,0.0,20256.916,70366.125,0.0,15992.302,14393.071,246814.53,cal_poly
CPP,35.170204,-120.740685,0.5,CP210614,2021-06-14T16:40:00Z,15.2,,,100.0,7.27,7.75,7.51,0.85,1.01,0.93,2.6160514,18.806673,0.6405527,40.031082,2.4041774,39.39053,200.0,0.0,,,25.0,0.0,533.0767,1599.2302,0.0,11727.6875,0.0,9595.381,12260.765,39980.754,0.0,39980.754,4264.614,119942.266,cal_poly
CPP,35.170204,-120.740685,0.5,CP210621,2021-06-21T15:49:00Z,15.0,,,100.0,20.96,19.91,20.43,1.96,3.15,2.55,0.67729676,15.708586,0.27659035,5.2521744,0.9074342,4.975584,200.0,0.0,,,25.0,533.0767,5863.8438,7463.074,0.0,129537.64,0.0,0.0,18657.686,38381.523,0.0,0.0,11727.6875,212164.53,cal_poly
CPP,35.170204,-120.740685,0.5,CP210628,2021-06-28T16:30:00Z,15.5,,,100.0,14.49,14.35,14.42,1.39,0.98,1.18,1.5136696,22.51975,0.39712852,11.086004,3.9208107,10.688876,200.0,0.0,,,25.0,18657.686,0.0,9062.305,0.0,6929.9976,0.0,0.0,3198.4604,233487.61,0.0,0.0,17591.531,288927.6,cal_poly
CPP,35.170204,-120.740685,0.5,CP210705,2021-07-05T16:45:00Z,15.5,,,100.0,19.13,21.95,20.54,2.6,3.13,2.87,0.77857375,19.550129,0.34614903,5.6765747,1.2692657,5.3304257,200.0,0.0,,,25.0,3198.4604,12793.842,4264.614,533.0767,44245.367,20256.916,13859.995,6396.921,55973.055,0.0,37848.45,24521.53,223892.22,cal_poly
CPP,35.170204,-120.740685,0.5,CP210712,2021-07-12T16:44:00Z,17.1,,,100.0,7.05,7.25,7.15,0.88,0.91,0.89,0.47164077,18.74585,0.0,0.44413957,0.31963384,0.44413957,200.0,0.0,,,25.0,1599.2302,0.0,3731.537,533.0767,39980.754,0.0,3198.4604,3198.4604,0.0,0.0,18124.61,15459.225,85825.35,cal_poly
CPP,35.170204,-120.740685,0.5,CP210719,2021-07-19T16:45:00Z,16.0,,,100.0,5.57,6.46,6.01,1.01,1.22,1.11,0.5241174,14.851779,0.0,1.7277504,0.3132925,1.7277504,200.0,0.0,,,25.0,0.0,533.0767,3198.4604,0.0,46910.75,0.0,0.0,18657.686,1066.1534,0.0,0.0,7996.151,78362.28,cal_poly
CPP,35.170204,-120.740685,0.5,CP210726,2021-07-26T16:45:00Z,16.3,,,100.0,7.06,8.0,7.53,1.13,1.2,1.17,0.9047936,17.722542,0.12402378,4.440155,0.7754885,4.3161316,200.0,0.0,,,25.0,8529.228,0.0,6929.9976,533.0767,15992.302,0.0,0.0,1599.2302,6929.9976,0.0,533.0767,23455.375,64502.285,cal_poly
CPP,35.170204,-120.740685,0.5,CP210802,2021-08-02T16:40:00Z,15.6,,,100.0,18.64,18.08,18.36,2.47,2.61,2.54,1.0584251,16.523283,0.20242587,1.4771367,0.5082585,1.2747108,200.0,0.0,,,25.0,12260.765,3731.537,12793.842,0.0,1599.2302,0.0,0.0,19190.762,6396.921,0.0,1066.1534,44778.445,101817.66,cal_poly
CPP,35.170204,-120.740685,0.5,CP210809,2021-08-09T16:30:00Z,15.8,,,100.0,18.92,19.63,19.27,2.19,0.72,1.45,0.49335352,16.0525,0.0,0.5121448,0.0,0.5121448,200.0,0.0,,,25.0,25587.684,533.0767,7996.151,0.0,9062.305,0.0,0.0,9595.381,3198.4604,0.0,533.0767,22389.223,78895.35,cal_poly
CPP,35.170204,-120.740685,0.5,CP210816,2021-08-16T16:30:00Z,18.1,,,100.0,18.5,19.84,19.17,1.98,1.83,1.9,0.5498225,18.217901,0.0,2.1544764,0.0,2.1544764,200.0,0.0,,,25.0,27186.912,0.0,7463.074,0.0,42113.062,0.0,0.0,7996.151,2132.307,0.0,0.0,32517.68,119409.19,cal_poly
CPP,35.170204,-120.740685,0.5,CP210823,2021-08-23T16:30:00Z,16.6,,,100.0,19.55,19.2,19.38,1.62,1.7,1.66,0.59380674,15.576844,0.127709,1.9722481,0.0,1.844539,200.0,0.0,,,25.0,71432.28,1066.1534,3731.537,0.0,9595.381,0.0,0.0,3731.537,0.0,0.0,0.0,21856.146,111413.04,cal_poly
CPP,35.170204,-120.740685,0.5,CP210830,2021-08-30T16:40:00Z,16.7,,,100.0,2.63,3.02,2.83,0.66,0.63,0.64,0.45905197,16.036354,0.0,1.8992414,0.20388967,1.8992414,200.0,0.0,,,25.0,2132.307,0.0,0.0,0.0,7996.151,0.0,0.0,0.0,0.0,0.0,533.0767,5330.767,15992.302,cal_poly
CPP,35.170204,-120.740685,0.5,CP210907,2021-09-07T16:40:00Z,16.9,,,100.0,4.32,4.0,4.16,1.39,1.24,1.32,1.3043519,18.896818,0.16935648,7.092798,2.0933414,6.923442,200.0,0.0,,,25.0,0.0,0.0,0.0,533.0767,3731.537,0.0,0.0,0.0,0.0,0.0,144463.8,21856.146,170584.55,cal_poly
CPP,35.170204,-120.740685,0.5,CP210913,2021-09-13T16:30:00Z,16.2,,,100.0,16.74,16.81,16.78,2.14,2.42,2.28,0.8580437,15.561167,0.13131242,2.1283388,0.8496362,1.9970263,200.0,0.0,,,25.0,2665.3835,0.0,2665.3835,0.0,9595.381,0.0,1066.1534,533.0767,1066.1534,0.0,4797.6904,37848.45,60237.67,cal_poly
CPP,35.170204,-120.740685,0.5,CP210920,2021-09-20T13:40:00Z,15.8,,,100.0,14.65,17.36,16.0,3.87,4.05,3.96,0.8309245,17.568073,0.0,4.8254933,0.27306533,4.8254933,200.0,0.0,,,25.0,6929.9976,0.0,3198.4604,0.0,35183.062,0.0,0.0,8529.228,0.0,0.0,0.0,231355.3,285196.06,cal_poly
CPP,35.170204,-120.740685,0.5,CP210927,2021-09-27T13:40:00Z,14.9,,,100.0,28.07,30.31,29.19,4.7,2.24,3.47,0.7276035,16.865808,0.13739406,4.657121,0.3826701,4.519727,200.0,0.0,,,25.0,11727.6875,3198.4604,6929.9976,0.0,43712.293,0.0,0.0,8529.228,0.0,9595.381,1066.1534,299589.12,384348.3,cal_poly
CPP,35.170204,-120.740685,0.5,CP211004,2021-10-04T13:45:00Z,14.9,,,100.0,6.04,6.73,6.38,1.59,1.72,1.66,1.0956538,18.716698,0.12010772,8.99085,0.37001956,8.870742,200.0,0.0,,,25.0,1599.2302,0.0,3731.537,0.0,17591.531,0.0,0.0,8529.228,1599.2302,0.0,533.0767,57039.21,90623.05,cal_poly
CPP,35.170204,-120.740685,0.5,CP211011,2021-10-11T13:50:00Z,13.6,,,100.0,16.68,16.0,16.34,2.42,2.08,2.25,0.67315054,16.081367,0.0,0.839853,0.0,0.839853,200.0,0.0,,,25.0,3198.4604,2665.3835,3198.4604,0.0,25587.684,1599.2302,0.0,29852.297,21323.068,0.0,14926.148,351830.62,454181.38,cal_poly
CPP,35.170204,-120.740685,0.5,CP211018,2021-10-18T13:50:00Z,13.7,,,100.0,10.31,12.14,11.22,4.59,2.04,3.32,1.857699,18.858755,0.22258557,22.811031,0.40529856,22.588446,200.0,0.0,,,25.0,4797.6904,0.0,2665.3835,0.0,17058.455,533.0767,4264.614,26120.76,4797.6904,0.0,17591.531,251612.22,329441.4,cal_poly
CPP,35.170204,-120.740685,0.5,CP211025,2021-10-25T13:50:00Z,14.2,,,100.0,66.45,67.81,67.13,10.22,10.31,10.27,0.70676583,26.320982,0.0,0.9622129,0.0,0.9622129,200.0,0.0,,,25.0,38914.6,0.0,2132.307,0.0,27719.99,0.0,0.0,61303.824,9595.381,0.0,1599.2302,595446.7,736712.06,cal_poly
CPP,35.170204,-120.740685,0.5,CP211101,2021-11-01T13:50:00Z,13.8,,,100.0,3.16,3.76,3.46,1.27,1.38,1.32,1.8490983,19.363743,0.5761576,21.383434,3.129763,20.807276,200.0,0.0,,,25.0,0.0,0.0,3198.4604,0.0,2132.307,1599.2302,533.0767,7463.074,1066.1534,0.0,8529.228,88490.734,113012.266,cal_poly
CPP,35.170204,-120.740685,0.5,CP211108,2021-11-08T14:50:00Z,13.5,,,100.0,5.21,5.49,5.35,1.69,1.55,1.62,1.1490697,17.292307,0.42705137,9.035297,1.7631619,8.608246,200.0,0.0,,,25.0,1599.2302,0.0,533.0767,0.0,3731.537,0.0,533.0767,4264.614,533.0767,0.0,11727.6875,38914.6,61836.9,cal_poly
CPP,35.170204,-120.740685,0.5,CP211115,2021-11-15T14:55:00Z,13.7,,,100.0,8.87,9.09,8.98,2.07,2.05,2.06,0.687243,15.543642,0.22525102,4.389258,0.0,4.164007,200.0,0.0,,,25.0,1066.1534,10661.534,2132.307,533.0767,7996.151,2132.307,0.0,21323.068,7996.151,0.0,4264.614,50109.21,108214.58,cal_poly
CPP,35.170204,-120.740685,0.5,CP211122,2021-11-22T16:55:00Z,14.2,,,100.0,4.26,5.8,5.03,0.98,71.0,0.13,0.55872446,16.300104,0.12334268,1.8887106,0.31574804,1.765368,200.0,0.0,,,25.0,4264.614,0.0,1066.1534,0.0,2665.3835,0.0,0.0,7463.074,2665.3835,0.0,0.0,14393.071,32517.68,cal_poly
CPP,35.170204,-120.740685,0.5,CP211129,2021-11-29T14:50:00Z,12.9,,,100.0,10.25,6.33,8.29,-0.07,1.67,0.8,0.7164707,12.74571,0.32363856,6.505137,0.0,6.1814985,200.0,0.0,,,25.0,20256.916,533.0767,0.0,0.0,1066.1534,0.0,0.0,10128.458,5863.8438,0.0,5330.767,27186.912,70366.125,cal_poly
CPP,35.170204,-120.740685,0.5,CP211206,2021-12-06T15:45:00Z,13.7,,,100.0,15.6,14.65,15.12,2.78,3.0,2.89,0.53393936,13.844062,0.105331436,3.3024964,0.34998652,3.197165,200.0,0.0,,,25.0,46910.75,0.0,1066.1534,0.0,2665.3835,0.0,0.0,17591.531,4797.6904,0.0,1066.1534,111413.04,185510.7,cal_poly
CPP,35.170204,-120.740685,0.5,CP211213,2021-12-13T17:05:00Z,12.8,,,100.0,6.2,5.67,5.93,1.38,1.64,1.51,0.99301785,16.52188,0.5728105,8.118185,1.4877181,7.545375,200.0,0.0,,,25.0,15459.225,0.0,0.0,0.0,0.0,4797.6904,0.0,3198.4604,3198.4604,533.0767,5863.8438,14926.148,47976.906,cal_poly
CPP,35.170204,-120.740685,0.5,CP211220,2021-12-20T19:00:00Z,12.2,,,100.0,2.79,2.63,2.71,0.77,0.73,0.75,0.93138313,11.790679,0.47766474,8.423943,1.1856984,7.9462776,200.0,0.0,,,25.0,5330.767,0.0,0.0,0.0,533.0767,0.0,3731.537,0.0,3731.537,0.0,20256.916,533.0767,34116.91,cal_poly
CPP,35.170204,-120.740685,0.5,CP211228,2021-12-28T20:30:00Z,13.1,,,100.0,1.75,1.75,1.75,0.83,0.9,0.86,2.0228326,34.86356,0.6381566,19.58924,2.0352087,18.951082,200.0,0.0,,,25.0,3198.4604,0.0,533.0767,0.0,533.0767,0.0,0.0,533.0767,3198.4604,0.0,0.0,2665.3835,10661.534,cal_poly
CPP,35.170204,-120.740685,0.5,CP220103,2022-01-03T18:20:00Z,12.5,,,100.0,2.73,2.78,2.75,0.8,0.76,0.78,0.9756822,12.254471,0.4371478,8.590696,1.5167542,8.153548,200.0,0.0,,,25.0,2665.3835,0.0,0.0,0.0,1066.1534,0.0,0.0,533.0767,2665.3835,0.0,4797.6904,5330.767,17058.455,cal_poly
CPP,35.170204,-120.740685,0.5,CP220110,2022-01-10T12:20:00Z,13.6,,,100.0,6.21,5.74,5.97,1.92,1.82,1.87,0.9660516,16.185707,0.2509812,11.312116,0.5442822,11.061134,200.0,0.0,,,25.0,0.0,0.0,0.0,0.0,0.0,2132.307,3198.4604,0.0,0.0,0.0,31451.527,2132.307,38914.6,cal_poly
CPP,35.170204,-120.740685,0.5,CP220117,2022-01-17T12:20:00Z,13.2,,,100.0,2.64,7.5,5.07,4.65,-2.02,1.32,1.0045754,15.077367,0.39415184,12.477152,1.162617,12.083,200.0,0.0,,,25.0,3731.537,0.0,0.0,0.0,533.0767,0.0,0.0,1066.1534,2132.307,0.0,41579.984,4797.6904,53840.75,cal_poly
CPP,35.170204,-120.740685,0.5,CP220124,2022-01-24T12:35:00Z,12.9,,,100.0,5.63,5.71,5.67,1.72,1.58,1.65,0.8865094,12.792485,0.31859112,8.034788,1.3873756,7.716197,200.0,0.0,,,25.0,5330.767,0.0,0.0,533.0767,533.0767,0.0,0.0,2132.307,4264.614,0.0,62369.977,3731.537,78895.35,cal_poly
CPP,35.170204,-120.740685,0.5,CP220131,2022-01-31T12:30:00Z,13.0,,,100.0,20.48,15.6,18.04,0.79,2.63,1.71,1.5712669,15.619084,0.24620965,21.052338,0.76412153,20.806128,200.0,0.0,,,25.0,20789.992,0.0,0.0,0.0,1066.1534,0.0,1599.2302,2132.307,6396.921,0.0,10661.534,4264.614,46910.75,cal_poly
CPP,35.170204,-120.740685,0.5,CP220207,2022-02-07T12:25:00Z,13.4,,,100.0,3.13,3.08,3.11,1.35,0.71,1.03,0.8929083,12.103677,0.25620705,8.984915,1.8005298,8.728708,200.0,0.0,,,25.0,533.0767,0.0,0.0,0.0,533.0767,8529.228,1599.2302,0.0,0.0,0.0,89556.89,533.0767,101284.6,cal_poly
CPP,35.170204,-120.740685,0.5,CP220214,2022-02-14T12:25:00Z,15.0,,,100.0,1.95,2.56,2.26,0.69,0.79,0.74,0.59981745,7.1095614,0.13297439,4.5862713,0.57444406,4.453297,200.0,0.0,,,25.0,4797.6904,0.0,0.0,533.0767,3731.537,4797.6904,3731.537,0.0,2132.307,0.0,41579.984,2665.3835,63969.207,cal_poly
CPP,35.170204,-120.740685,0.5,CP220221,2022-02-21T12:30:00Z,12.5,,,100.0,3.49,3.65,3.57,1.3,1.39,1.34,0.628774,12.182003,0.21408501,4.281888,1.5872842,4.067803,200.0,0.0,,,25.0,34116.91,11727.6875,1066.1534,22389.223,25587.684,9595.381,13859.995,29852.297,5330.767,0.0,571991.3,21323.068,746840.5,cal_poly
CPP,35.170204,-120.740685,0.5,CP220228,2022-02-28T12:30:00Z,12.1,,,100.0,8.04,4.73,6.39,2.91,3.04,2.97,1.3960327,27.652157,0.3197727,21.05122,1.7611948,20.731447,200.0,0.0,,,25.0,,,,,,,,,,,,,,cal_poly
CPP,35.170204,-120.740685,0.5,CP220307,2022-03-07T12:30:00Z,13.3,,,100.0,3.23,3.08,3.15,0.98,1.07,1.03,1.2988248,20.806578,0.33957416,15.105063,2.5792878,14.765489,200.0,0.0,,,25.0,0.0,0.0,0.0,0.0,0.0,1066.1534,0.0,10128.458,0.0,0.0,0.0,226557.61,245215.3,cal_poly
CPP,35.170204,-120.740685,0.5,CP220314,2022-03-14T11:30:00Z,13.1,,,100.0,5.56,3.85,4.71,4.42,6.51,5.46,0.67012495,9.132619,0.17911969,6.9335546,1.6971564,6.754435,200.0,0.0,,,25.0,0.0,0.0,0.0,0.0,533.0767,4264.614,5863.8438,0.0,1066.1534,0.0,305986.03,5330.767,323044.5,cal_poly
CPP,35.170204,-120.740685,0.5,CP220321,2022-03-21T09:25:00Z,12.8,,,100.0,3.87,0.38,2.12,1.43,4.89,3.16,1.5580994,19.722052,0.34728047,19.766329,1.8545665,19.419048,200.0,0.0,,,25.0,0.0,0.0,0.0,0.0,0.0,2132.307,0.0,0.0,0.0,0.0,261207.6,2132.307,265472.22,cal_poly
CPP,35.170204,-120.740685,0.5,CP220328,2022-03-28T14:50:00Z,12.9,,,100.0,5.66,7.93,6.79,3.65,5.01,4.33,1.0194863,10.639868,0.32277516,7.2086368,2.0409725,6.8858614,200.0,0.0,,,25.0,0.0,1066.1534,0.0,533.0767,0.0,21856.146,2132.307,533.0767,533.0767,2665.3835,117276.88,5863.8438,152459.94,cal_poly
CPP,35.170204,-120.740685,0.5,CP220404,2022-04-04T14:50:00Z,11.9,,,100.0,5.93,5.45,5.69,2.65,2.94,2.8,1.8560712,16.418333,0.43116018,27.860521,3.3162556,27.429361,200.0,0.0,,,25.0,0.0,0.0,0.0,0.0,533.0767,3731.537,2132.307,1066.1534,2665.3835,533.0767,174849.17,5863.8438,191374.55,cal_poly
CPP,35.170204,-120.740685,0.5,CP220411,2022-04-11T14:50:00Z,11.5,,,100.0,0.22,7.24,3.73,6.38,0.37,3.37,1.5945736,37.546925,0.35492903,20.705185,2.0667841,20.350256,200.0,0.0,,,25.0,0.0,0.0,0.0,0.0,0.0,2665.3835,0.0,0.0,1066.1534,0.0,163121.48,1599.2302,168452.25,cal_poly
CPP,35.170204,-120.740685,0.5,CP220418,2022-04-18T14:50:00Z,11.0,,,100.0,16.25,18.72,17.48,-2.18,-4.1,-3.14,1.280601,26.326986,0.47604084,15.789343,0.7622283,15.313302,200.0,0.0,,,25.0,0.0,0.0,0.0,0.0,0.0,5330.767,18657.686,0.0,1066.1534,0.0,756435.9,3198.4604,784688.94,cal_poly
CPP,35.170204,-120.740685,0.5,CP220425,2022-04-25T14:50:00Z,11.5,,,100.0,6.16,5.71,5.93,-0.02,1.08,0.53,1.3170495,19.943216,0.41754168,19.645433,1.7178411,19.227892,200.0,0.3,,,25.0,0.0,0.0,0.0,0.0,0.0,7996.151,10661.534,0.0,1066.1534,0.0,1073616.5,1599.2302,1094939.6,cal_poly
CPP,35.170204,-120.740685,0.5,CP220502,2022-05-02T14:50:00Z,10.9,,,100.0,4.88,3.54,4.21,-0.11,0.25,0.07,3.05632,33.88817,0.48497644,43.708527,2.777012,43.22355,200.0,0.1,,,25.0,1066.1534,0.0,533.0767,0.0,0.0,4264.614,1599.2302,0.0,2132.307,0.0,51175.367,6396.921,67167.664,cal_poly
CPP,35.170204,-120.740685,0.5,CP220509,2022-05-09T14:50:00Z,10.4,,,100.0,3.91,5.33,4.62,6.68,5.19,5.94,1.6538578,27.712715,0.3598225,23.472174,3.7992418,23.11235,200.0,0.0,,,25.0,0.0,0.0,0.0,1066.1534,0.0,5330.767,533.0767,0.0,3198.4604,533.0767,67700.74,7996.151,86358.43,cal_poly
CPP,35.170204,-120.740685,0.5,CP220516,2022-05-16T14:50:00Z,10.4,,,100.0,10.52,11.07,10.8,0.09,-1.17,-0.54,1.8664964,45.712563,0.41697314,28.163261,1.6025338,27.746288,200.0,0.0,,,25.0,0.0,0.0,0.0,533.0767,0.0,0.0,10661.534,0.0,1066.1534,3198.4604,429126.75,3731.537,448317.53,cal_poly
CPP,35.170204,-120.740685,0.5,CP220523,2022-05-23T14:50:00Z,12.7,,,100.0,2.78,2.6,2.69,7.16,3.91,5.53,0.7060056,12.600357,0.22738206,4.138611,2.1194282,3.9112287,200.0,0.0,,,25.0,0.0,533.0767,0.0,533.0767,0.0,0.0,1066.1534,0.0,4264.614,3731.537,22922.299,9595.381,42646.137,cal_poly
CPP,35.170204,-120.740685,0.5,CP220531,2022-05-31T15:00:00Z,13.6,,,100.0,2.64,2.88,2.76,1.32,0.96,1.14,1.9800168,31.986435,0.5530357,27.037577,4.556447,26.48454,200.0,0.0,,,25.0,533.0767,0.0,1599.2302,3198.4604,2132.307,2132.307,0.0,533.0767,1066.1534,0.0,14393.071,6396.921,31984.604,cal_poly
CPP,35.170204,-120.740685,0.5,CP220607,2022-06-07T15:00:00Z,13.8,,,100.0,2.67,3.42,3.04,2.75,1.92,2.34,3.1891663,33.661312,1.0418625,54.437267,1.5278156,53.395405,200.0,0.0,,,25.0,0.0,0.0,0.0,0.0,2132.307,0.0,0.0,0.0,1066.1534,0.0,34649.99,533.0767,38381.523,cal_poly
CPP,35.170204,-120.740685,0.5,CP220614,2022-06-14T17:00:00Z,15.4,,,100.0,1.49,1.06,1.27,0.42,0.72,0.57,1.5732685,25.975855,0.7162166,20.171217,2.7164993,19.455,200.0,0.0,,,25.0,0.0,0.0,533.0767,0.0,3731.537,1066.1534,15459.225,0.0,0.0,0.0,38381.523,0.0,59171.516,cal_poly
CPP,35.170204,-120.740685,0.5,CP220621,2022-06-22T00:00:00Z,15.0,,,100.0,6.82,4.29,5.55,-0.24,2.18,0.97,1.1604866,19.067266,0.533051,14.519009,0.8598824,13.985957,200.0,0.1,,,25.0,0.0,2665.3835,0.0,0.0,2665.3835,7463.074,0.0,533.0767,1066.1534,0.0,299056.03,4264.614,317713.72,cal_poly
CPP,35.170204,-120.740685,0.5,CP220628,2022-06-28T15:00:00Z,16.5,,,100.0,5.48,8.54,7.01,1.45,-0.44,0.5,1.9950383,16.19911,0.42344728,21.876226,3.0828266,21.45278,200.0,0.0,,,25.0,0.0,1066.1534,1599.2302,533.0767,42113.062,0.0,0.0,0.0,0.0,1066.1534,2665.3835,11194.611,60237.67,cal_poly
CPP,35.170204,-120.740685,0.5,CP220705,2022-07-05T15:00:00Z,15.0,,,100.0,3.93,3.62,3.78,0.18,-0.03,0.07,2.1730208,38.052963,0.68496644,21.820276,7.6198626,21.135311,200.0,0.0,,,25.0,0.0,0.0,533.0767,0.0,3198.4604,0.0,0.0,0.0,0.0,2132.307,5330.767,1066.1534,12260.765,cal_poly
CPP,35.170204,-120.740685,0.5,CP220712,2022-07-12T15:00:00Z,15.2,,,100.0,14.63,12.03,13.33,-1.02,1.61,0.3,2.447023,39.050323,0.7544266,25.80083,4.869184,25.046404,200.0,0.0,,,25.0,0.0,0.0,0.0,0.0,3198.4604,0.0,0.0,0.0,0.0,533.0767,108214.58,2665.3835,114611.49,cal_poly
CPP,35.170204,-120.740685,0.5,CP220719,2022-07-19T15:00:00Z,15.9,,,100.0,1.79,6.43,4.11,0.37,0.88,0.62,0.5939123,30.648687,0.22193871,9.894342,1.1561786,9.672403,200.0,0.0,,,25.0,1599.2302,0.0,0.0,1599.2302,17591.531,0.0,0.0,4264.614,0.0,2132.307,130603.8,11727.6875,167919.17,cal_poly
CPP,35.170204,-120.740685,0.5,CP220726,2022-07-26T15:00:00Z,15.5,,,100.0,7.4,9.94,8.67,1.48,-0.29,0.59,0.99071944,21.062424,0.3572736,9.065972,4.739484,8.708699,200.0,0.0,,,25.0,533.0767,0.0,0.0,0.0,3198.4604,0.0,0.0,533.0767,2132.307,0.0,1066.1534,8529.228,15459.225,cal_poly
CPP,35.170204,-120.740685,0.5,CP220802,2022-08-02T15:00:00Z,18.0,,,100.0,9.19,7.69,8.44,-0.05,0.46,0.2,0.622025,26.43534,0.5774567,8.817605,1.243485,8.240148,200.0,0.0,,,25.0,5863.8438,0.0,533.0767,0.0,2665.3835,0.0,0.0,6929.9976,2132.307,0.0,11194.611,10128.458,33583.832,cal_poly
CPP,35.170204,-120.740685,0.5,CP220809,2022-08-09T15:00:00Z,16.6,,,100.0,13.83,17.17,15.5,1.21,-2.93,-0.86,0.90512496,19.707165,0.2306599,3.8641095,1.4447564,3.6334496,200.0,0.0,,,25.0,0.0,0.0,2132.307,0.0,2665.3835,0.0,0.0,0.0,37315.37,0.0,26653.836,533.0767,69299.98,cal_poly
CPP,35.170204,-120.740685,0.5,CP220816,2022-08-16T15:00:00Z,16.3,,,100.0,23.06,21.83,22.45,-4.97,-3.75,-4.36,0.946312,17.516722,0.2801635,4.3582706,4.3154345,4.078107,200.0,0.0,,,25.0,0.0,0.0,0.0,0.0,0.0,11194.611,0.0,2132.307,2132.307,533.0767,17058.455,0.0,33050.758,cal_poly
CPP,35.170204,-120.740685,0.5,CP220823,2022-08-23T15:00:00Z,15.7,,,100.0,2.66,4.3,3.48,0.29,0.32,0.3,0.33074805,26.248026,0.0,3.9739,0.7951739,3.9739,200.0,0.0,,,25.0,0.0,0.0,0.0,533.0767,12260.765,0.0,0.0,5330.767,17591.531,533.0767,0.0,533.0767,36782.293,cal_poly
CPP,35.170204,-120.740685,0.5,CP220830,2022-08-30T15:00:00Z,15.7,,,100.0,6.33,0.68,3.51,-3.58,0.32,-1.63,0.20111072,21.367302,0.11175248,5.869844,1.2292445,5.7580914,200.0,0.0,,,25.0,18657.686,0.0,14926.148,1066.1534,65035.36,0.0,0.0,64502.285,114611.49,0.0,0.0,23455.375,283596.8,cal_poly
CPP,35.170204,-120.740685,0.5,CP220906,2022-09-06T15:00:00Z,17.1,,,100.0,13.22,9.97,11.6,0.88,1.1,0.99,1.0171835,30.631575,1.2435158,9.11816,2.2253003,7.8746443,200.0,0.0,,,25.0,198304.55,2132.307,2132.307,5330.767,11727.6875,0.0,0.0,8529.228,376352.16,0.0,2132.307,206833.77,615170.56,cal_poly
CPP,35.170204,-120.740685,0.5,CP220913,2022-09-13T15:00:00Z,15.9,,,100.0,12.31,9.29,10.8,1.31,3.51,2.41,0.48773897,28.426231,0.2000241,8.08323,1.8722444,7.8832054,200.0,0.0,,,25.0,109813.805,0.0,0.0,0.0,7463.074,0.0,0.0,83159.97,154592.25,0.0,0.0,113012.266,358227.56,cal_poly
